"ano.inicio","edad","estado.civil","raza","nivel.educacion","tipo.trabajo","salud","seguro.medico","log.salario","salario"
2004,46,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",466275783168157,105927810775063
2008,36,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",468124123737559,107903923866876
2007,37,"casado","negra","Bachillerato","Servicios","muy buena","si",426007138798508,708150386167557
2008,47,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",507918124604763,160642475408263
2007,56,"divorciado","blanca","Algun Curso Universidad","Servicios","muy buena","no",460205999132796,996894636984864
2009,38,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",47160033436348,111720849360989
2007,41,"soltero","negra","No tiene bachillerato","Industrial","muy buena","no",432221929473392,753556793180091
2004,62,"casado","blanca","Algun Curso Universidad","Servicios","buena","si",454406804435028,940727147457005
2004,40,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",447712125471966,879810327856054
2004,44,"casado","asiatica","Master Universitario","Servicios","muy buena","si",481291335664286,123089699847943
2007,56,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",460205999132796,996894636984864
2008,51,"casado","negra","Algun Curso Universidad","Industrial","muy buena","no",434242268082221,768936025176112
2005,41,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","no",446239799789896,866951548289402
2005,52,"casado","blanca","Master Universitario","Servicios","muy buena","si",517609125905568,176989650489877
2008,27,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",461278385671974,100764272842107
2004,52,"casado","blanca","Graduado Universitario","Industrial","buena","si",474036268949424,114475713290347
2005,51,"divorciado","blanca","Bachillerato","Industrial","buena","no",420736503746907,671792914754174
2009,51,"casado","blanca","Bachillerato","Industrial","buena","si",438021124171161,798549003093467
2005,28,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",450514997831991,904819133566401
2007,49,"soltero","blanca","Bachillerato","Servicios","muy buena","no",405994188806195,579709421772731
2007,61,"casado","blanca","No tiene bachillerato","Industrial","muy buena","si",474036268949424,114475713290347
2006,39,"casado","blanca","Bachillerato","Servicios","buena","si",460205999132796,996894636984864
2005,23,"soltero","blanca","No tiene bachillerato","Industrial","muy buena","no",449415459401844,894924795180001
2007,53,"casado","blanca","Master Universitario","Industrial","muy buena","si",502259743678984,151805096289083
2004,55,"soltero","asiatica","Algun Curso Universidad","Servicios","muy buena","si",447712125471966,879810327856054
2005,48,"soltero","negra","Bachillerato","Servicios","muy buena","si",447712125471966,879810327856054
2007,50,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",465321251377534,104921506533664
2009,31,"soltero","blanca","No tiene bachillerato","Industrial","muy buena","no",417609125905568,651108537153447
2007,53,"casado","blanca","Bachillerato","Industrial","buena","si",485733249643127,128680488220624
2008,49,"casado","blanca","Graduado Universitario","Industrial","muy buena","no",504139268515823,15468529299563
2003,49,"soltero","blanca","Graduado Universitario","Industrial","muy buena","no",48750612633917,130982177377461
2004,43,"casado","blanca","Bachillerato","Industrial","muy buena","si",479239168949825,120589436530402
2007,20,"soltero","blanca","Bachillerato","Industrial","muy buena","si",439794000867204,812832532842527
2008,46,"divorciado","blanca","Bachillerato","Servicios","muy buena","si",470205122487265,110172930287822
2005,48,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",502530586526477,152216806827106
2005,19,"soltero","blanca","Bachillerato","Industrial","muy buena","no",425527250510331,704760196469445
2004,56,"divorciado","blanca","Graduado Universitario","Industrial","muy buena","si",444715803134222,853839403789827
2003,44,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","no",46232492903979,10182435207568
2009,23,"soltero","blanca","Bachillerato","Industrial","muy buena","no",444715803134222,853839403789827
2005,42,"soltero","blanca","Graduado Universitario","Servicios","buena","si",46232492903979,10182435207568
2008,32,"casado","blanca","Master Universitario","Industrial","muy buena","no",477815125038364,118884359339886
2003,32,"soltero","blanca","Bachillerato","Industrial","muy buena","no",430102999566398,737757432746946
2003,43,"casado","blanca","Bachillerato","Industrial","muy buena","no",430102999566398,737757432746946
2008,57,"soltero","negra","Graduado Universitario","Industrial","muy buena","si",493167140563483,138610994032645
2008,26,"casado","negra","Algun Curso Universidad","Servicios","buena","si",469897000433602,109833985642199
2009,67,"divorciado","blanca","Algun Curso Universidad","Servicios","buena","si",502118929906994,151591484239814
2004,31,"casado","blanca","Master Universitario","Servicios","muy buena","si",517609125905568,176989650489877
2006,49,"divorciado","blanca","Algun Curso Universidad","Servicios","muy buena","si",464345267648619,10390247060316
2005,29,"soltero","blanca","Graduado Universitario","Industrial","buena","si",485733249643127,128680488220624
2008,41,"casado","blanca","Algun Curso Universidad","Industrial","buena","no",469019608002851,108874525834712
2006,35,"casado","blanca","Bachillerato","Servicios","buena","si",447712125471966,879810327856054
2009,39,"casado","blanca","Bachillerato","Industrial","muy buena","no",455630250076729,952307125669819
2004,33,"separado","negra","Algun Curso Universidad","Servicios","muy buena","si",45910646070265,985993438603892
2009,53,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",495424250943933,14177517233318
2009,43,"casado","asiatica","Graduado Universitario","Servicios","muy buena","si",481291335664286,123089699847943
2004,36,"casado","blanca","Graduado Universitario","Servicios","buena","si",455022835305509,946540203819701
2004,38,"casado","blanca","Master Universitario","Servicios","muy buena","si",5,148413159102577
2003,58,"casado","blanca","Bachillerato","Industrial","muy buena","no",465321251377534,104921506533664
2004,45,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",481291335664286,123089699847943
2005,34,"soltero","negra","Bachillerato","Industrial","muy buena","no",454961623951909,945960991038653
2007,30,"casado","blanca","Graduado Universitario","Servicios","muy buena","no",484509804001426,127115743812184
2008,21,"soltero","blanca","Bachillerato","Industrial","buena","no",338021124171161,293769761006037
2003,39,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",486332286012046,129453644576625
2006,28,"soltero","negra","Algun Curso Universidad","Industrial","muy buena","si",469897000433602,109833985642199
2008,54,"casado","blanca","Bachillerato","Industrial","buena","si",460205999132796,996894636984864
2007,24,"soltero","blanca","Algun Curso Universidad","Industrial","buena","si",450514997831991,904819133566401
2005,57,"casado","blanca","Master Universitario","Industrial","muy buena","si",426007138798508,708150386167557
2003,48,"separado","negra","Bachillerato","Servicios","muy buena","no",455630250076729,952307125669819
2004,31,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",469897000433602,109833985642199
2006,47,"soltero","blanca","Master Universitario","Servicios","muy buena","si",520411998265593,182020620963512
2004,44,"casado","blanca","Graduado Universitario","Servicios","muy buena","no",507918124604763,160642475408263
2004,30,"soltero","blanca","Bachillerato","Industrial","muy buena","si",425527250510331,704760196469445
2003,41,"soltero","blanca","Graduado Universitario","Servicios","buena","si",48750612633917,130982177377461
2008,26,"soltero","blanca","Graduado Universitario","Industrial","muy buena","si",466275783168157,105927810775063
2009,32,"soltero","asiatica","Algun Curso Universidad","Industrial","muy buena","si",469897000433602,109833985642199
2009,39,"casado","blanca","Bachillerato","Servicios","buena","si",4579554960401,974710060955894
2004,42,"casado","negra","Algun Curso Universidad","Servicios","buena","si",47160033436348,111720849360989
2005,24,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",514875685132179,172217265521809
2006,44,"divorciado","blanca","Master Universitario","Servicios","muy buena","si",486332286012046,129453644576625
2006,30,"soltero","asiatica","Graduado Universitario","Servicios","muy buena","si",484509804001426,127115743812184
2006,58,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",490308998699194,134705375118879
2008,33,"soltero","blanca","Bachillerato","Servicios","muy buena","si",454406804435028,940727147457005
2008,56,"casado","blanca","Bachillerato","Industrial","buena","no",454406804435028,940727147457005
2005,28,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",457403126772772,969340904570115
2008,41,"casado","asiatica","Master Universitario","Servicios","muy buena","si",562321723414596,276778413321176
2009,22,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","no",347712125471966,323664131748549
2004,37,"divorciado","blanca","Algun Curso Universidad","Industrial","buena","si",443616264704076,84450253670189
2006,18,"soltero","blanca","No tiene bachillerato","Industrial","muy buena","no",417609125905568,651108537153447
2004,37,"soltero","blanca","Graduado Universitario","Servicios","muy buena","no",443933269383026,847183897030478
2007,43,"casado","blanca","Graduado Universitario","Industrial","buena","si",512221587827283,167706575552614
2008,49,"casado","negra","Bachillerato","Servicios","muy buena","si",454406804435028,940727147457005
2005,36,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",490308998699194,134705375118879
2007,47,"casado","negra","Master Universitario","Industrial","muy buena","no",439794000867204,812832532842527
2003,52,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",490308998699194,134705375118879
2009,34,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","no",474036268949424,114475713290347
2004,62,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",48750612633917,130982177377461
2007,44,"casado","blanca","No tiene bachillerato","Industrial","muy buena","si",465321251377534,104921506533664
2005,48,"casado","blanca","No tiene bachillerato","Industrial","buena","si",502530586526477,152216806827106
2007,51,"casado","blanca","Bachillerato","Servicios","muy buena","si",482607480270083,124720446242886
2009,35,"soltero","blanca","Graduado Universitario","Industrial","muy buena","si",5,148413159102577
2003,42,"casado","blanca","Bachillerato","Industrial","muy buena","no",449136169383427,892428846644714
2005,34,"soltero","blanca","Graduado Universitario","Industrial","muy buena","si",441497334797082,826796372966372
2003,50,"casado","asiatica","Graduado Universitario","Industrial","muy buena","si",454406804435028,940727147457005
2006,50,"divorciado","blanca","Graduado Universitario","Servicios","buena","si",503342375548695,153457515308961
2004,55,"casado","blanca","Graduado Universitario","Servicios","buena","no",384509804001426,467632687977187
2009,56,"casado","blanca","Bachillerato","Industrial","buena","si",486332286012046,129453644576625
2005,50,"casado","blanca","Bachillerato","Servicios","muy buena","si",48750612633917,130982177377461
2009,44,"casado","blanca","Graduado Universitario","Servicios","muy buena","no",454406804435028,940727147457005
2005,30,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",460205999132796,996894636984864
